id	resolution	upstream	target	note
BI-BM	upstream	iso-3166-2-subdivisions		
BI-BR	upstream	iso-3166-2-subdivisions		
BI-CA	upstream	iso-3166-2-subdivisions		
BI-CI	upstream	iso-3166-2-subdivisions		
BI-GI	upstream	iso-3166-2-subdivisions		
BI-KI	upstream	iso-3166-2-subdivisions		
BI-KR	upstream	iso-3166-2-subdivisions		
BI-KY	upstream	iso-3166-2-subdivisions		
BI-MA	upstream	iso-3166-2-subdivisions		
BI-MU	upstream	iso-3166-2-subdivisions		
BI-MW	upstream	iso-3166-2-subdivisions		
BI-MY	upstream	iso-3166-2-subdivisions		
BI-NG	upstream	iso-3166-2-subdivisions		
BI-RM	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
BI-RT	upstream	iso-3166-2-subdivisions		
BI-RY	upstream	iso-3166-2-subdivisions		
BJ	upstream	iso-3166-1-countries		
BJ-AK	upstream	iso-3166-2-subdivisions		
BJ-AL	upstream	iso-3166-2-subdivisions		
BJ-AQ	upstream	iso-3166-2-subdivisions		
BJ-BO	upstream	iso-3166-2-subdivisions		
BJ-CO	upstream	iso-3166-2-subdivisions		
BJ-DO	upstream	iso-3166-2-subdivisions		
BJ-KO	upstream	iso-3166-2-subdivisions		
BJ-LI	upstream	iso-3166-2-subdivisions		
BJ-MO	upstream	iso-3166-2-subdivisions		
BJ-OU	upstream	iso-3166-2-subdivisions		
BJ-PL	upstream	iso-3166-2-subdivisions		
BJ-ZO	upstream	iso-3166-2-subdivisions		
BL	upstream	iso-3166-1-countries		
BM	upstream	iso-3166-1-countries		
BM-DEV	upstream	iso-3166-2-subdivisions		
BM-HA	upstream	iso-3166-2-subdivisions		
BM-HAM	upstream	iso-3166-2-subdivisions		
BM-PAG	upstream	iso-3166-2-subdivisions		
BM-PEM	upstream	iso-3166-2-subdivisions		
BM-SAN	upstream	iso-3166-2-subdivisions		
BM-SG	upstream	iso-3166-2-subdivisions		
BM-SGE	upstream	iso-3166-2-subdivisions		
BM-SMI	upstream	iso-3166-2-subdivisions		
BM-SOU	upstream	iso-3166-2-subdivisions		
BM-WAR	upstream	iso-3166-2-subdivisions		
BN	upstream	iso-3166-1-countries		
BN-BE	upstream	iso-3166-2-subdivisions		
BN-BM	upstream	iso-3166-2-subdivisions		
BN-TE	upstream	iso-3166-2-subdivisions		
BN-TU	upstream	iso-3166-2-subdivisions		
BO	upstream	iso-3166-1-countries		
BO-B	upstream	iso-3166-2-subdivisions		
BO-C	upstream	iso-3166-2-subdivisions		
BO-H	upstream	iso-3166-2-subdivisions		
BO-L	upstream	iso-3166-2-subdivisions		
BO-N	upstream	iso-3166-2-subdivisions		
BO-O	upstream	iso-3166-2-subdivisions		
BO-P	upstream	iso-3166-2-subdivisions		
BO-S	upstream	iso-3166-2-subdivisions		
BO-T	upstream	iso-3166-2-subdivisions		
BQ	upstream	iso-3166-1-subunits		
BQ-BO	alias-symlink	iso-3166-2-subdivisions	NL-BQ1	
BQ-SA	alias-symlink	iso-3166-2-subdivisions	NL-BQ2	
BQ-SE	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
BR	upstream	iso-3166-1-countries		
BR-AC	upstream	iso-3166-2-subdivisions		
BR-AL	upstream	iso-3166-2-subdivisions		
BR-AM	upstream	iso-3166-2-subdivisions		
BR-AP	upstream	iso-3166-2-subdivisions		
BR-BA	upstream	iso-3166-2-subdivisions		
BR-CE	upstream	iso-3166-2-subdivisions		
BR-DF	upstream	iso-3166-2-subdivisions		
BR-ES	upstream	iso-3166-2-subdivisions		
BR-GO	upstream	iso-3166-2-subdivisions		
BR-MA	upstream	iso-3166-2-subdivisions		
BR-MG	upstream	iso-3166-2-subdivisions		
BR-MS	upstream	iso-3166-2-subdivisions		
BR-MT	upstream	iso-3166-2-subdivisions		
BR-PA	upstream	iso-3166-2-subdivisions		
BR-PB	upstream	iso-3166-2-subdivisions		
BR-PE	upstream	iso-3166-2-subdivisions		
BR-PI	upstream	iso-3166-2-subdivisions		
BR-PR	upstream	iso-3166-2-subdivisions		
BR-RJ	upstream	iso-3166-2-subdivisions		
BR-RN	upstream	iso-3166-2-subdivisions		
BR-RO	upstream	iso-3166-2-subdivisions		
BR-RR	upstream	iso-3166-2-subdivisions		
BR-RS	upstream	iso-3166-2-subdivisions		
BR-SC	upstream	iso-3166-2-subdivisions		
BR-SE	upstream	iso-3166-2-subdivisions		
BR-SP	upstream	iso-3166-2-subdivisions		
BR-TO	upstream	iso-3166-2-subdivisions		
BS	upstream	iso-3166-1-countries		
BS-AC	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
BS-AK	upstream	iso-3166-2-subdivisions		
BS-BI	upstream	iso-3166-2-subdivisions		
BS-BP	upstream	iso-3166-2-subdivisions		
BS-BY	upstream	iso-3166-2-subdivisions		
BS-CE	upstream	iso-3166-2-subdivisions		
BS-CI	upstream	iso-3166-2-subdivisions		
BS-CK	upstream	iso-3166-2-subdivisions		
BS-CO	upstream	iso-3166-2-subdivisions		
BS-CS	upstream	iso-3166-2-subdivisions		
BS-EG	upstream	iso-3166-2-subdivisions		
BS-EX	upstream	iso-3166-2-subdivisions		
BS-FC	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
BS-FP	upstream	iso-3166-2-subdivisions		
BS-GC	upstream	osm-overpass-bs		OSM relation tagged ISO3166-2=BS-GC
BS-GH	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
BS-GT	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
BS-HI	upstream	iso-3166-2-subdivisions		
BS-HR	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
BS-HT	upstream	osm-overpass-bs		OSM relation tagged ISO3166-2=BS-HT
BS-IN	upstream	iso-3166-2-subdivisions		
BS-KB	placeholder-circle	iso-3166-2-placeholder-circle		parent=BS-SA
BS-LI	upstream	iso-3166-2-subdivisions		
BS-MC	upstream	iso-3166-2-subdivisions		
BS-MG	upstream	iso-3166-2-subdivisions		
BS-MH	placeholder-circle	iso-3166-2-placeholder-circle		parent=BS-CO
BS-MI	upstream	iso-3166-2-subdivisions		
BS-NB	placeholder-circle	iso-3166-2-placeholder-circle		parent=BS-BY
BS-NE	upstream	iso-3166-2-subdivisions		
BS-NO	upstream	iso-3166-2-subdivisions		
BS-NP	upstream	osm-overpass-bs		OSM relation tagged ISO3166-2=BS-NP
BS-NS	upstream	iso-3166-2-subdivisions		
BS-RC	upstream	iso-3166-2-subdivisions		
BS-RI	upstream	iso-3166-2-subdivisions		
BS-RS	placeholder-circle	iso-3166-2-placeholder-circle		parent=BS-SE
BS-SA	upstream	iso-3166-2-subdivisions		
BS-SE	upstream	iso-3166-2-subdivisions		
BS-SO	upstream	iso-3166-2-subdivisions		
BS-SP	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
BS-SR	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
BS-SS	upstream	iso-3166-2-subdivisions		
BS-SW	upstream	iso-3166-2-subdivisions		
BS-WG	upstream	iso-3166-2-subdivisions		
BT	upstream	iso-3166-1-countries		
BT-11	upstream	iso-3166-2-subdivisions		
BT-12	upstream	iso-3166-2-subdivisions		
BT-13	upstream	iso-3166-2-subdivisions		
BT-14	upstream	iso-3166-2-subdivisions		
BT-15	upstream	iso-3166-2-subdivisions		
BT-21	upstream	iso-3166-2-subdivisions		
BT-22	upstream	iso-3166-2-subdivisions		
BT-23	upstream	iso-3166-2-subdivisions		
BT-24	upstream	iso-3166-2-subdivisions		
BT-31	upstream	iso-3166-2-subdivisions		
BT-32	upstream	iso-3166-2-subdivisions		
BT-33	upstream	iso-3166-2-subdivisions		
BT-34	upstream	iso-3166-2-subdivisions		
BT-41	upstream	iso-3166-2-subdivisions		
BT-42	upstream	iso-3166-2-subdivisions		
BT-43	upstream	iso-3166-2-subdivisions		
BT-44	upstream	iso-3166-2-subdivisions		
BT-45	upstream	iso-3166-2-subdivisions		
BT-GA	upstream	iso-3166-2-subdivisions		
BT-TY	upstream	iso-3166-2-subdivisions		
BV	upstream	iso-3166-1-subunits		
BW	upstream	iso-3166-1-countries		
BW-CE	upstream	iso-3166-2-subdivisions		
BW-CH	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
BW-FR	upstream	iso-3166-2-subdivisions		
BW-GA	upstream	iso-3166-2-subdivisions		
BW-GH	upstream	iso-3166-2-subdivisions		
BW-JW	upstream	iso-3166-2-subdivisions		
BW-KG	upstream	iso-3166-2-subdivisions		
BW-KL	upstream	iso-3166-2-subdivisions		
BW-KW	upstream	iso-3166-2-subdivisions		
BW-LO	upstream	iso-3166-2-subdivisions		
BW-NE	upstream	iso-3166-2-subdivisions		
BW-NG	placeholder-country-centroid	iso-3166-2-placeholder-country-centroid		no coords in Wikidata; centroid of BW
BW-NW	upstream	iso-3166-2-subdivisions		
BW-SE	upstream	iso-3166-2-subdivisions		
BW-SO	upstream	iso-3166-2-subdivisions		
BW-SP	upstream	iso-3166-2-subdivisions		
BW-ST	upstream	iso-3166-2-subdivisions		
BY	upstream	iso-3166-1-countries		
BY-BR	upstream	iso-3166-2-subdivisions		
BY-HM	upstream	iso-3166-2-subdivisions		
BY-HO	upstream	iso-3166-2-subdivisions		
BY-HR	upstream	iso-3166-2-subdivisions		
BY-MA	upstream	iso-3166-2-subdivisions		
BY-MI	upstream	iso-3166-2-subdivisions		
BY-VI	upstream	iso-3166-2-subdivisions		
BZ	upstream	iso-3166-1-countries		
BZ-BZ	upstream	iso-3166-2-subdivisions		
BZ-CY	upstream	iso-3166-2-subdivisions		
BZ-CZL	upstream	iso-3166-2-subdivisions		
BZ-OW	upstream	iso-3166-2-subdivisions		
BZ-SC	upstream	iso-3166-2-subdivisions		
BZ-TOL	upstream	iso-3166-2-subdivisions		
CA	upstream	iso-3166-1-countries		
CA-AB	upstream	iso-3166-2-subdivisions		
CA-BC	upstream	iso-3166-2-subdivisions		
CA-MB	upstream	iso-3166-2-subdivisions		
CA-NB	upstream	iso-3166-2-subdivisions		
CA-NL	upstream	iso-3166-2-subdivisions		
CA-NS	upstream	iso-3166-2-subdivisions		
CA-NT	upstream	iso-3166-2-subdivisions		
CA-NU	upstream	iso-3166-2-subdivisions		
CA-ON	upstream	iso-3166-2-subdivisions		
CA-PE	upstream	iso-3166-2-subdivisions		
CA-QC	upstream	iso-3166-2-subdivisions		
CA-SK	upstream	iso-3166-2-subdivisions		
CA-YT	upstream	iso-3166-2-subdivisions		
CC	upstream	iso-3166-1-subunits		
CD	upstream	iso-3166-1-countries		
CD-BC	upstream	iso-3166-2-subdivisions		
CD-BN	upstream	iso-3166-2-subdivisions		
CD-BU	upstream	osm-overpass-cd		OSM relation tagged ISO3166-2=CD-BU
CD-EQ	upstream	iso-3166-2-subdivisions		
CD-HK	upstream	osm-overpass-cd		OSM relation tagged ISO3166-2=CD-HK
CD-HL	upstream	osm-overpass-cd		OSM relation tagged ISO3166-2=CD-HL
CD-HU	upstream	osm-overpass-cd		OSM relation tagged ISO3166-2=CD-HU
CD-IT	upstream	osm-overpass-cd		OSM relation tagged ISO3166-2=CD-IT
CD-KA	upstream	iso-3166-2-subdivisions		
CD-KC	upstream	osm-overpass-cd		OSM relation tagged ISO3166-2=CD-KC
CD-KE	upstream	iso-3166-2-subdivisions		
CD-KG	upstream	osm-overpass-cd		OSM relation tagged ISO3166-2=CD-KG
CD-KL	upstream	osm-overpass-cd		OSM relation tagged ISO3166-2=CD-KL
CD-KN	upstream	iso-3166-2-subdivisions		
CD-KS	upstream	osm-overpass-cd		OSM relation tagged ISO3166-2=CD-KS
CD-KW	upstream	iso-3166-2-subdivisions		
CD-LO	upstream	osm-overpass-cd		OSM relation tagged ISO3166-2=CD-LO
CD-LU	upstream	osm-overpass-cd		OSM relation tagged ISO3166-2=CD-LU
CD-MA	upstream	iso-3166-2-subdivisions		
CD-MN	upstream	osm-overpass-cd		OSM relation tagged ISO3166-2=CD-MN
CD-MO	upstream	osm-overpass-cd		OSM relation tagged ISO3166-2=CD-MO
CD-NK	upstream	iso-3166-2-subdivisions		
CD-NU	upstream	osm-overpass-cd		OSM relation tagged ISO3166-2=CD-NU
CD-OR	upstream	iso-3166-2-subdivisions		
CD-SA	upstream	osm-overpass-cd		OSM relation tagged ISO3166-2=CD-SA
CD-SK	upstream	iso-3166-2-subdivisions		
CD-SU	upstream	osm-overpass-cd		OSM relation tagged ISO3166-2=CD-SU
CD-TA	upstream	osm-overpass-cd		OSM relation tagged ISO3166-2=CD-TA
CD-TO	upstream	osm-overpass-cd		OSM relation tagged ISO3166-2=CD-TO
CD-TU	upstream	osm-overpass-cd		OSM relation tagged ISO3166-2=CD-TU
CF	upstream	iso-3166-1-countries		
CF-AC	upstream	iso-3166-2-subdivisions		
CF-BB	upstream	iso-3166-2-subdivisions		
CF-BGF	upstream	iso-3166-2-subdivisions		
CF-BK	upstream	iso-3166-2-subdivisions		
CF-HK	upstream	iso-3166-2-subdivisions		
CF-HM	upstream	iso-3166-2-subdivisions		
CF-HS	upstream	iso-3166-2-subdivisions		
CF-KB	upstream	iso-3166-2-subdivisions		
CF-KG	upstream	iso-3166-2-subdivisions		
CF-LB	upstream	iso-3166-2-subdivisions		
CF-MB	upstream	iso-3166-2-subdivisions		
CF-MP	upstream	iso-3166-2-subdivisions		
CF-NM	upstream	iso-3166-2-subdivisions		
CF-OP	upstream	iso-3166-2-subdivisions		
CF-SE	upstream	iso-3166-2-subdivisions		
CF-UK	upstream	iso-3166-2-subdivisions		
CF-VK	upstream	iso-3166-2-subdivisions		
CG	upstream	iso-3166-1-countries		
CG-11	upstream	iso-3166-2-subdivisions		
CG-12	upstream	iso-3166-2-subdivisions		
CG-13	upstream	iso-3166-2-subdivisions		
CG-14	upstream	iso-3166-2-subdivisions		
CG-15	upstream	iso-3166-2-subdivisions		
CG-16	upstream	iso-3166-2-subdivisions		
CG-2	upstream	iso-3166-2-subdivisions		
CG-5	upstream	iso-3166-2-subdivisions		
CG-7	upstream	iso-3166-2-subdivisions		
CG-8	upstream	iso-3166-2-subdivisions		
CG-9	upstream	iso-3166-2-subdivisions		
CG-BZV	upstream	iso-3166-2-subdivisions		
CH	upstream	iso-3166-1-countries		
CH-AG	upstream	iso-3166-2-subdivisions		
CH-AI	upstream	iso-3166-2-subdivisions		
CH-AR	upstream	iso-3166-2-subdivisions		
CH-BE	upstream	iso-3166-2-subdivisions		
CH-BL	upstream	iso-3166-2-subdivisions		
CH-BS	upstream	iso-3166-2-subdivisions		
CH-FR	upstream	iso-3166-2-subdivisions		
CH-GE	upstream	iso-3166-2-subdivisions		
CH-GL	upstream	iso-3166-2-subdivisions		
CH-GR	upstream	iso-3166-2-subdivisions		
CH-JU	upstream	iso-3166-2-subdivisions		
CH-LU	upstream	iso-3166-2-subdivisions		
CH-NE	upstream	iso-3166-2-subdivisions		
CH-NW	upstream	iso-3166-2-subdivisions		
CH-OW	upstream	iso-3166-2-subdivisions		
CH-SG	upstream	iso-3166-2-subdivisions		
CH-SH	upstream	iso-3166-2-subdivisions		
CH-SO	upstream	iso-3166-2-subdivisions		
CH-SZ	upstream	iso-3166-2-subdivisions		
CH-TG	upstream	iso-3166-2-subdivisions		
CH-TI	upstream	iso-3166-2-subdivisions		
CH-UR	upstream	iso-3166-2-subdivisions		
CH-VD	upstream	iso-3166-2-subdivisions		
CH-VS	upstream	iso-3166-2-subdivisions		
CH-ZG	upstream	iso-3166-2-subdivisions		
CH-ZH	upstream	iso-3166-2-subdivisions		
CI	upstream	iso-3166-1-countries		
CI-01	upstream	iso-3166-2-subdivisions		
CI-02	upstream	iso-3166-2-subdivisions		
CI-03	upstream	iso-3166-2-subdivisions		
CI-04	upstream	iso-3166-2-subdivisions		
CI-05	upstream	iso-3166-2-subdivisions		
CI-06	upstream	iso-3166-2-subdivisions		
CI-07	upstream	iso-3166-2-subdivisions		
CI-08	upstream	iso-3166-2-subdivisions		
CI-09	upstream	iso-3166-2-subdivisions		
CI-10	upstream	iso-3166-2-subdivisions		
CI-11	upstream	iso-3166-2-subdivisions		
CI-12	upstream	iso-3166-2-subdivisions		
CI-13	upstream	iso-3166-2-subdivisions		
CI-14	upstream	iso-3166-2-subdivisions		
CI-15	upstream	iso-3166-2-subdivisions		
CI-16	upstream	iso-3166-2-subdivisions		
CI-17	upstream	iso-3166-2-subdivisions		
CI-18	upstream	iso-3166-2-subdivisions		
CI-19	upstream	iso-3166-2-subdivisions		
CI-AB	upstream	osm-overpass-ci		OSM relation tagged ISO3166-2=CI-AB
CI-BS	upstream	osm-overpass-ci		OSM relation tagged ISO3166-2=CI-BS
CI-CM	upstream	osm-overpass-ci		OSM relation tagged ISO3166-2=CI-CM
CI-DN	upstream	osm-overpass-ci		OSM relation tagged ISO3166-2=CI-DN
CI-GD	upstream	osm-overpass-ci		OSM relation tagged ISO3166-2=CI-GD
CI-LC	upstream	osm-overpass-ci		OSM relation tagged ISO3166-2=CI-LC
CI-LG	upstream	osm-overpass-ci		OSM relation tagged ISO3166-2=CI-LG
CI-MG	upstream	osm-overpass-ci		OSM relation tagged ISO3166-2=CI-MG
CI-SM	upstream	osm-overpass-ci		OSM relation tagged ISO3166-2=CI-SM
CI-SV	upstream	osm-overpass-ci		OSM relation tagged ISO3166-2=CI-SV
CI-VB	upstream	osm-overpass-ci		OSM relation tagged ISO3166-2=CI-VB
CI-WR	upstream	osm-overpass-ci		OSM relation tagged ISO3166-2=CI-WR
CI-YM	upstream	osm-overpass-ci		OSM relation tagged ISO3166-2=CI-YM
CI-ZZ	upstream	osm-overpass-ci		OSM relation tagged ISO3166-2=CI-ZZ
CK	upstream	iso-3166-1-countries		
CL	upstream	iso-3166-1-countries		
CL-AI	upstream	iso-3166-2-subdivisions		
CL-AN	upstream	iso-3166-2-subdivisions		
CL-AP	upstream	iso-3166-2-subdivisions		
CL-AR	upstream	iso-3166-2-subdivisions		
CL-AT	upstream	iso-3166-2-subdivisions		
CL-BI	upstream	iso-3166-2-subdivisions		
CL-CO	upstream	iso-3166-2-subdivisions		
CL-LI	upstream	iso-3166-2-subdivisions		
CL-LL	upstream	iso-3166-2-subdivisions		
CL-LR	upstream	iso-3166-2-subdivisions		
CL-MA	upstream	iso-3166-2-subdivisions		
CL-ML	upstream	iso-3166-2-subdivisions		
CL-NB	upstream	iso-3166-2-subdivisions		
CL-RM	upstream	iso-3166-2-subdivisions		
CL-TA	upstream	iso-3166-2-subdivisions		
CL-VS	upstream	iso-3166-2-subdivisions		
CM	upstream	iso-3166-1-countries		
CM-AD	upstream	iso-3166-2-subdivisions		
CM-CE	upstream	iso-3166-2-subdivisions		
CM-EN	upstream	iso-3166-2-subdivisions		
CM-ES	upstream	iso-3166-2-subdivisions		
CM-LT	upstream	iso-3166-2-subdivisions		
CM-NO	upstream	iso-3166-2-subdivisions		
CM-NW	upstream	iso-3166-2-subdivisions		
CM-OU	upstream	iso-3166-2-subdivisions		
CM-SU	upstream	iso-3166-2-subdivisions		
CM-SW	upstream	iso-3166-2-subdivisions		
CN	upstream	iso-3166-1-countries		
CN-AH	upstream	iso-3166-2-subdivisions		
CN-BJ	upstream	iso-3166-2-subdivisions		
CN-CQ	upstream	iso-3166-2-subdivisions		
CN-FJ	upstream	iso-3166-2-subdivisions		
CN-GD	upstream	iso-3166-2-subdivisions		
CN-GS	upstream	iso-3166-2-subdivisions		
CN-GX	upstream	iso-3166-2-subdivisions		
CN-GZ	upstream	iso-3166-2-subdivisions		
CN-HA	upstream	iso-3166-2-subdivisions		
CN-HB	upstream	iso-3166-2-subdivisions		
CN-HE	upstream	iso-3166-2-subdivisions		
CN-HI	upstream	iso-3166-2-subdivisions		
CN-HK	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
CN-HL	upstream	iso-3166-2-subdivisions		
CN-HN	upstream	iso-3166-2-subdivisions		
CN-JL	upstream	iso-3166-2-subdivisions		
CN-JS	upstream	iso-3166-2-subdivisions		
CN-JX	upstream	iso-3166-2-subdivisions		
CN-LN	upstream	iso-3166-2-subdivisions		
CN-MO	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
CN-NM	upstream	iso-3166-2-subdivisions		
CN-NX	upstream	iso-3166-2-subdivisions		
CN-QH	upstream	iso-3166-2-subdivisions		
CN-SC	upstream	iso-3166-2-subdivisions		
CN-SD	upstream	iso-3166-2-subdivisions		
CN-SH	upstream	iso-3166-2-subdivisions		
CN-SN	upstream	iso-3166-2-subdivisions		
CN-SX	upstream	iso-3166-2-subdivisions		
CN-TJ	upstream	iso-3166-2-subdivisions		
CN-TW	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
CN-XJ	upstream	iso-3166-2-subdivisions		
CN-XZ	upstream	iso-3166-2-subdivisions		
CN-YN	upstream	iso-3166-2-subdivisions		
CN-ZJ	upstream	iso-3166-2-subdivisions		
CO	upstream	iso-3166-1-countries		
CO-AMA	upstream	iso-3166-2-subdivisions		
CO-ANT	upstream	iso-3166-2-subdivisions		
CO-ARA	upstream	iso-3166-2-subdivisions		
CO-ATL	upstream	iso-3166-2-subdivisions		
CO-BOL	upstream	iso-3166-2-subdivisions		
CO-BOY	upstream	iso-3166-2-subdivisions		
CO-CAL	upstream	iso-3166-2-subdivisions		
CO-CAQ	upstream	iso-3166-2-subdivisions		
CO-CAS	upstream	iso-3166-2-subdivisions		
CO-CAU	upstream	iso-3166-2-subdivisions		
CO-CES	upstream	iso-3166-2-subdivisions		
CO-CHO	upstream	iso-3166-2-subdivisions		
CO-COR	upstream	iso-3166-2-subdivisions		
CO-CUN	upstream	iso-3166-2-subdivisions		
CO-DC	placeholder-circle	iso-3166-2-placeholder-circle		parent=CO-CUN
CO-GUA	upstream	iso-3166-2-subdivisions		
CO-GUV	upstream	iso-3166-2-subdivisions		
CO-HUI	upstream	iso-3166-2-subdivisions		
CO-LAG	upstream	iso-3166-2-subdivisions		
CO-MAG	upstream	iso-3166-2-subdivisions		
CO-MET	upstream	iso-3166-2-subdivisions		
CO-NAR	upstream	iso-3166-2-subdivisions		
CO-NSA	upstream	iso-3166-2-subdivisions		
CO-PUT	upstream	iso-3166-2-subdivisions		
CO-QUI	upstream	iso-3166-2-subdivisions		
CO-RIS	upstream	iso-3166-2-subdivisions		
CO-SAN	upstream	iso-3166-2-subdivisions		
CO-SAP	upstream	iso-3166-2-subdivisions		
CO-SUC	upstream	iso-3166-2-subdivisions		
CO-TOL	upstream	iso-3166-2-subdivisions		
CO-VAC	upstream	iso-3166-2-subdivisions		
CO-VAU	upstream	iso-3166-2-subdivisions		
CO-VID	upstream	iso-3166-2-subdivisions		
CR	upstream	iso-3166-1-countries		
CR-A	upstream	iso-3166-2-subdivisions		
CR-C	upstream	iso-3166-2-subdivisions		
CR-G	upstream	iso-3166-2-subdivisions		
CR-H	upstream	iso-3166-2-subdivisions		
CR-L	upstream	iso-3166-2-subdivisions		
CR-P	upstream	iso-3166-2-subdivisions		
CR-SJ	upstream	iso-3166-2-subdivisions		
CS-CG	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
CS-SR	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
CU	upstream	iso-3166-1-countries		
CU-01	upstream	iso-3166-2-subdivisions		
CU-02	placeholder-circle	iso-3166-2-placeholder-circle		split-into=CU-15,CU-16
CU-03	upstream	iso-3166-2-subdivisions		
CU-04	upstream	iso-3166-2-subdivisions		
CU-05	upstream	iso-3166-2-subdivisions		
CU-06	upstream	iso-3166-2-subdivisions		
CU-07	upstream	iso-3166-2-subdivisions		
CU-08	upstream	iso-3166-2-subdivisions		
CU-09	upstream	iso-3166-2-subdivisions		
CU-10	upstream	iso-3166-2-subdivisions		
CU-11	upstream	iso-3166-2-subdivisions		
CU-12	upstream	iso-3166-2-subdivisions		
CU-13	upstream	iso-3166-2-subdivisions		
CU-14	upstream	iso-3166-2-subdivisions		
CU-15	upstream	iso-3166-2-subdivisions		
CU-16	upstream	iso-3166-2-subdivisions		
CU-99	upstream	iso-3166-2-subdivisions		
CV	upstream	iso-3166-1-countries		
CV-B	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
CV-BR	upstream	iso-3166-2-subdivisions		
CV-BV	upstream	iso-3166-2-subdivisions		
CV-CA	upstream	iso-3166-2-subdivisions		
CV-CF	upstream	iso-3166-2-subdivisions		
CV-CR	upstream	iso-3166-2-subdivisions		
CV-MA	upstream	iso-3166-2-subdivisions		
CV-MO	upstream	iso-3166-2-subdivisions		
CV-PA	upstream	iso-3166-2-subdivisions		
CV-PN	upstream	iso-3166-2-subdivisions		
CV-PR	upstream	iso-3166-2-subdivisions		
CV-RB	upstream	iso-3166-2-subdivisions		
CV-RG	upstream	iso-3166-2-subdivisions		
CV-RS	upstream	iso-3166-2-subdivisions		
CV-S	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
CV-SD	upstream	iso-3166-2-subdivisions		
CV-SF	upstream	iso-3166-2-subdivisions		
CV-SL	upstream	iso-3166-2-subdivisions		
CV-SM	upstream	iso-3166-2-subdivisions		
CV-SO	upstream	iso-3166-2-subdivisions		
CV-SS	upstream	iso-3166-2-subdivisions		
CV-SV	upstream	iso-3166-2-subdivisions		
CV-TA	upstream	iso-3166-2-subdivisions		
CV-TS	upstream	iso-3166-2-subdivisions		
CW	upstream	iso-3166-1-countries		
CX	upstream	iso-3166-1-subunits		
CY	upstream	iso-3166-1-countries		
CY-01	upstream	iso-3166-2-subdivisions		
CY-02	upstream	iso-3166-2-subdivisions		
CY-03	upstream	iso-3166-2-subdivisions		
